Judul,penulis,dosen_pembimbing_1,dosen_pembimbing_2,abstrak
PENGEMBANGAN MEDIA PEMBELAJARAN PERAKITAN KOMPUTER BERBASIS AUGMENTED REALITY,Penulis : Abdur Rouf Al Habso,"Dosen Pembimbing I : Koko Joni, ST., M.Eng.","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd.","Munculnya penelitian ini dilatar belakangi oleh kekurangan penggunaan media dalam kegiatan pembelajaran yang dilakukan guru di SMKN 3 Bangkalan. Dalam kegiatan belajar mengajar guru masih menggunakan metode konvensional, yakni ceramah. Penggunaan metode tersebut dinilai kurang menarik minat siswa dalam belajar. Maka untuk meningkatkan mutu dan kualitas yang baik secara akademik maupun non akademik di sekolah diperlukan inovasi pembelajaran agar siswa mendapatkan pengalaman belajar lebih luas dan kegiatan pembelajaran berjalan lebih efektif. Penelitian ini bertujuan untuk membuat atau mengembangkan Media pembelajaran perakitan komputer Berbasis Augmented Reality pada materi Perakitan Komputer kelas X jurusan TKJ di SMKN 3 Bangkalan yang nantinya akan mempermudah siswa dalam memahami atau mempraktikkan simulasi perakitan komputer yang baik dan benar. Penelitian ini menggunakan metode penelitian pengembangan. Peneliti mengembangkan produk Media pembelajaran perakitan komputer Berbasis Augmented Reality dengan menggunakan langkah-langkah dari teori Kemp & Dayton. Pengembangan Media pembelajaran perakitan komputer Berbasis Augmented Reality, langkah pertama dalam melakukan penelitian ini adalah dengan melakukan validasi ahli, validasi isi atau materi, uji coba perseorangan, uji coba kelompok kecil dan uji coba kelompok besar terhadap siswa. Hal tersebut diperoleh melalui hasil angket. Hasil validasi ahli media yaitu 80%, ahli isi atau materi 91,7%, uji perseorangan 91,3%, uji kelompok kecil 90,4 %, dan uji kelompok besar 95,1%. Hasil tersebut merupakan hasil akhir setelah melalui berbagai revisi. Setelah dikonversikan pada tabel ketercapaian, hasilnya mencapai ketercapaian kualitas tertinggi rentang 90%-100% dengan hasil sangat valid dan pengembangan Media pembelajaran perakitan komputer Berbasis Augmented Reality tidak perlu revisi. "
PENGARUH METODE SIMULASI BERBANTU MEDIA VMWARE TERHADAP HASIL BELAJAR PADA MATERI INSTALASI SISTEM OPERASI LINUX DI KELAS X SMKN 1 LABANG,Penulis : WIWIT WAHYU SETYOWATI,"Dosen Pembimbing I : ARIESTA KARTIKA SARI, S.Si., M.Pd.","Dosen Pembimbing II :MEDIKA RISNASARI, S.ST., M.T.","Guru sekolah masih menggunakan metode ceramah dan praktik dengan hasil belajar siswa tergolong rendah. Penelitian ini bertujuan untuk mengetahui pengaruh metode simulasi berbantu media VMware terhadap hasil belajar pada materi instalasi sistem operasi linux di kelas X SMKN 1 Labang. Peneliti menggunakan metode eksperimen dengan jenis penelitian deskriptif kuantitatif dan quasi eksperimental design. Peneliti menggunakan dua kelas yakni kelas eksperimen dan kelas kontrol. Pada awal penelitian, peneliti melakukan pretest terhadap kelompok eksperimen dan kontrol, selanjutnya kelas eksperimen diberikan perlakuan pembelajaran metode simulasi berbantu media VMware. Kemudian diakhir pembelajaran peneliti melakukan posttest. Hasil penelitian ini antara lain: (1) Karena nilai Asymp. Sig. (2-tailed) kurang dari 0,05, maka metode simulasi berbantu media VMware berpengaruh terhadap hasil belajar siswa; (2) Keterlaksanaan pembelajaran metode simulasi berbantu media VMware pada materi instalasi sistem operasi linux di kelas X SMKN 1 Labang masuk kategori tinggi; dan (3) Aktivitas belajar siswa selama pembelajaran metode simulasi berbantu media VMware pada materi instalasi sistem operasi linux di kelas X SMKN 1 Labang masuk kategori sangat aktif. Peneliti menyarankan untuk menggunakan metode simulasi berbantu media VMware pada materi instalasi sistem operasi linux, dalam rangka meningkatkan hasil belajar dan minat belajar siswa.

Kata Kunci: Metode Simulasi, Media VMware, Instalasi Sistem Operasi Linux.
"
Aplikasi Kamus Pemrograman Mobile Menggunakan Metode Term Frequency Inverse Document Frequency (TF-IDF) untuk Smartphone Android,Penulis : M. Dicky Kurniawan,"Dosen Pembimbing I : Moch. Kautsar Sophan, S.Kom., M.MT.","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T.","Pada Mata Pelajaran Pemrograman Perangkat Bergerak yang merupakan kompetensi yang harus dimiliki oleh Jurusan Rekayasa Perangkat Lunak. Saat ini hampir semua orang menggunakan smartphone android. Bahkan peserta didik pada tingkat SMK (Sekolah Menengah Kejuruan) sudah memiliki smartphone android, tetapi siswa kurang memanfaatkan smartphone android untuk pembelajaran dan belum adanya kamus untuk mempermudah siswa belajar pada mata pelajaran pemrograman perangkat bergerak. Penelitian ini bertujuan untuk mengembangkan aplikasi kamus pemrograman mobile menggunakan metode term frequency inverse document frequency untuk smartphone android. Penelitian ini menggunakan metode waterfall dengan lima tahapan pembuatan aplikasi,yaitu: (1) requirements, (2) design, (3) implementation, (4) verification, (5) maintenance. Saat melakukan uji coba para ahli, yaitu saat validasi produk pada ahli materi, nilai rata-rata prosentase menghasilkan 85,71% dengan kualifikasi âTinggiâ, hal ini membuktikan bahwa isi materi pada aplikasi kamus pemrograman mobile sesuai dengan pembelajaran dan hasil uji coba saat validasi produk pada ahli media, nilai rata-rata prosentase menghasilkan 91,67% dengan kualifikasi âSangat Tinggiâ, hal ini membuktikan bahwa aplikasi kamus pemrograman mobile dapat membantu dalam pembelajaran. Sedangkan uji coba perorangan, nilai rata-rata prosentase menghasilkan 85,33% dengan kualifikasi âTinggiâ, uji coba kelompok kecil, nilai rata-rata prosentase menghasilkan 89,11% dengan kualifikasi âTinggiâ dan uji coba kelompok besar, nilai rata-rata prosentase menghasilkan 77,5% dengan kualifikasi âTinggiâ, hal ini membuktikan bahwa aplikasi kamus pemrograman mobile dapat digunakan dalam pembelajaran. Berdasarkan hasil penelitian, pengembang menyarankan bahwa: (1) untuk pengembang dapat membuat aplikasi kamus pemrograman lebih lengkap dengan menyertakan penjelasan setiap source code, (2) agar menggunakan metode pencarian yang lebih cepat dan tepat, dan (3) membuat tampilan lebih menarik.

Kata-kata Kunci: Aplikasi Kamus Pemrograman Mobile, Pemrograman Perangkat Bergerak, Metode Term Frequency Inverse Document Frequency, Smartphone Android."
PENGEMBANGAN MEDIA PEMBELAJARAN GAME EDUKATIF BERBASIS RPG PADA MATERI ALGORITMA PEMROGRAMAN DI SMK NURUL AMANAH,Penulis : Yudhistira Permana Putra,"Dosen Pembimbing I : Moch. Kautsar Sophan, S.Kom., M.MT","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd","Materi Algoritma Pemrograman adalah materi yang tercantum pada kompetensi dasar kurikulum 13 dan wajib diberikan kepada seluruh siswa SMK kelas X jurusan Teknik Komputer Jaringan. Saat peneliti melakukan observasi di SMK Nurul Amanah, hasil tersebut menyatakan bahwa media pembelajaran yang digunakan masih kurang karena guru masih menggunakan buku cetak. Jika media pembelajaran berupa buku cetak tidak mendukung dan tidak mampu menyampaikan informasi dengan baik maka siswa akan merasa kesulitan dalam mengikuti dan memahami materi. Penelitian ini bertujuan untuk mengembangkan media pembelajaran game edukatif berbasis Role Playing Game untuk membantu proses belajar di SMK Nurul Amanah. Penelitian ini menggunakan model penelitian Analysis, Design, Development, Implementation, Evaluation (ADDIE). Adapun langkah-langkah penelitian adalah Analysis (menganalisis kebutuhan siswa, perumusan tujuan pembelajaran, perumusan butir materi, penyusunan instrumen evaluasi), Design (menulis naskah media), Development (membuat game edukatif), Implementation (penerapan produk di SMK Nurul Amanah), Evaluation (merumuskan hasil instrumen evaluasi). Hasil penelitian saat uji coba produk menunjukkan bahwa ahli media memperoleh nilai persentase 83% pada kategori âBAIKâ dan Angket ahli materi memperoleh nilai persentase 86% pada kategori âBAIKâ sedangkan angket siswa memperoleh nilai persentase 90% pada kategori âSANGAT BAIKâ. Kesimpulan dari peneliti adalah media pembelajaran game edukatif dapat digunakan."
PENGEMBANGAN MEDIA PEMBELAJARAN GAME EDUKASI BERBASIS FLASH PADA MATA PELAJARAN MERAKIT KOMPUTER UNTUK KELAS X TKJ DI SMKN 1 KAMAL,Penulis : Zeinor Rahman ,"Dosen Pembimbing I : Eka Mala Sari Rochman, S.Kom., M.Kom.","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T.","Pengembangan media pembelajaran game edukasi saat ini merupakan hal yang cukup diminati oleh semua khalayak oleh siswa. Media pembelajaran game dapat membantu dalam bidang pendidikan dengan pembelajaran yang interaktif selain dapat menarik siswa untuk belajar, siswa dapat bermain. Pada SMKN 1 Kamal masih menggunakan media pembelajaran secara manual, sehingga kurang menarik minat siswa dalam belajar. Oleh karena itu, diperlukan sebuah inovasi dalam mengembangkan sebuah media pembelajaran yang interaktif. Sehingga pada penelitian ini dikembangkan sebuah produk media pembelajaran yaitu Game Edukasi berbasis Flash pada mata pelajaran merakit komputer kelas X Teknik Komputer dan Jaringan. Metode yang digunakan dalam penelitian ini adalah model pengembangan (Research and Development) yang di modifikasi menjadi lima tahap diantaranya 1) tahap analisis kebutuhan, 2) tahap perancangan desain, 3) tahap implementasi desain, 4) pengujian data, 5) tahap produk akhir dan penyebaran. Hasil analisis yang diperoleh adalah sebagai berikut: dari uji kelayakan media pembelajaran memperoleh presentase 81,6%, ahli materi memperoleh presentase 93,8%, hasil uji coba perorangan memperoleh presentase 88%, hasil uji coba kelompok kecil memperoleh presentase 87%, dan hasil uji coba kelompok besar memperoleh presentase 87,4%. Kesimpulan yang dapat diambil dalam penelitian ini adalah media pembelajaran game edukasi mampu secara efektif dapat membantu siswa untuk memahami materi perakitan komputer."
Pengaruh Model Pembelajaran berbasis Proyek Terhadap Hasil Belajar SIswa kelas Xi pada Mata Pelajaran Keterampilan Komputer dan Pengelolaan Informasi di SMK Siding Puri Sumenep,Penulis : Romsiyanto,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd., M.Pd","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd","Penelitian ini bertujuan untuk mengetahui pengaruh model pembelajaran berbasis proyek terhadap hasil belajar siswa. Penelitian ini telah dilaksanakan pada bulan April 2017 di SMK Siding Puri Sumenep. Metode penelitian yang digunakan adalah Quasi Eksperimental. Sampel diambil dua kelas, dan dibagi menjadi kelas eksperimen dan kelas kontrol. Instrumen yang digunakan dalam penelitian ini berupa te spilihan ganda dengan skor 0-5 sebanyak 20 soal dan 4 pilihan jawaban. Hasil penelitian ini di uji dengan melalui statistik uji âtâ. Berdasarkan perhitungan diperoleh nilai t hitung sebesar 11.8 ternyata lebih besar dari t table sebesar 0.682 padataraf signifikan = 0.05. Sehingga hipotesis alternative (Ha) yang menyatakan terdapat pengaruh model pembelajaran berbasis proyek terhadap hasil belajar siswa.
Kata kunci : pembelajaran berbasis proyek, hasil belajar siswa.
"
PENGEMBANGAN SISTEM INFORMASI MONITORING SISWA BERBASIS WEB UNTUK MEMONITORING KEGIATAN SISWA DI SMK NEGERI 1 KAMAL,Penulis : Faridatus Shofiyah,"Dosen Pembimbing I : Eka Mala Sari Rochman, S. Kom. M. Kom.","Dosen Pembimbing II :Wanda Ramansyah, S. Pd. M. Pd.","Pelanggaran adalah perilaku yang menyimpang untuk melakukan tindakan menurut kehendak sendiri tanpa memperhatikan peraturan yang telah dibuat. Pelanggaran seringkali dilakukan oleh siswa di sekolah. Salah satu buktinya adalah terjadinya pelanggaran di SMK Negeri 1 Kamal, mulai dari tidak mengikuti apel pagi, atribut yang tidak lengkap, dan lain sebagainya. Pelanggaran  yang terjadi disebabkan kurangnya kedisiplinan yang tertanam dalam diri siswa selama ini. Upaya penegakan disiplin di sekolah dengan diberlakukannya perhitungan poin pelanggaran siswa berdasarkan aturan yang telah ditetapkan oleh sekolah. Penelitian ini bertujuan untuk membantu guru BK dalam memonitoring dan mengolah data pelanggaran siswa di lingkungan sekolah SMK Negeri 1 Kamal, serta membantu orang tua siswa memantau perkembangan putra-putrinya dari jarak jauh tanpa harus hadir ke sekolah. Penelitian ini menggunakan metode penelitian dan pengembangan. Model penelitian yang dikembangkan menggunakan model waterfall dengan mengembangkan 5 tahapan, yaitu: Requirement Definition (definisi kebutuhan), System and Software Design (perancangan sistem dan perangkat lunak), Implementation and unit testing (implementasi dan pengujian unit), Integration and System Testing (integrasi dan pengujian sistem) dan operation and maintenance (operasi dan pemeliharaan). Hasil penelitian yang telah dilakukan, peneliti berhasil mendapatkan data uji coba berdasarkan 3 aspek yaitu efektivitas, efisiensi, dan kepuasan dengan memperoleh nilai rata-rata perhitungan sebesar 90%. Kesimpulan yang dapat diambil dari penelitian ini adalah sistem informasi ini mampu membantu guru BK, dan wali kelas dalam proses monitoring pelanggaran siswa. Selain itu, pada aplikasi sistem informasi ini secara langsung memonitoring pelanggaran yang siswa lakukan beserta sisa poin yang mereka miliki. "
PENGEMBANGAN MEDIA SIMULASI INSTALASI SISTEM OPERASI MENGGUNAKAN UNITY DI SMK AL-HIKAM BURNEH,Penulis : USWATUN HASANAH,"Dosen Pembimbing I : Puji Rahayu Ningsih,S.Pd.,M.Pd","Dosen Pembimbing II :Medika Risnasari S.ST., M.T","Penelitian ini dilatar belakangi oleh kurangnya percaya diri siswa dalam proses praktik instalasi sistem operasi, kurangnya jam pelajaran untuk melaksanakan praktikum dan modul yang masih belum tersedia untuk siswa, maka dari itu diperlukan suatu inovasi dalam mengembangkan media pembelajaran. Inovasi yang dilakukan dalam penelitian ini yaitu dengan mengembangkan media pembelajaran simulasi instalasi sistem operasi. Model penelitian pengembangan yang digunakan dalam penelitian ini menggunakan model ADDIE singkatan dari Analisys, Design, Development, Implementation and Evaluastions. Dalam penelitian ini diuji cobakan kepada ahli isi atau materi, ahli media dan uji coba sasaran yaitu siswa kelas x TKJ SMK Al Hikam burneh. Hasil yang diperoleh dari ahli isi atau materi yaitu 93%. Dari ahli media pembelajaran yaitu 80%. Dari uji coba perorangan yaitu 90%, uji coba kelompok kecil 90%, dan uji coba kelompok besar 88%. Setelah dikonversikan pada tabel tingkat pencapaian dan kualifikasi, hasilnya mendapat kualifikasi tinggi pada rentang 75%-89% dengan keterangan layak dan sangat tinggi 90%-100% dengan keterangan sangat layak.
Kata Kunci: Media Simulasi, Pelajaran Sistem Operasi, Pengembangan Media"
Pengaruh Model Problem Based Learning Terhadap Motivasi Belajar Siswa Kelas X TKJ Pada Materi Pengantar Subnetting Jaringan Komputer di SMK Agung Mulia,Penulis : Nailil Hafifah,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd.","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd., M.Pd.","Pembelajaran dengan metode ceramah menimbulkan beberapa kekurangan yang akan menghambat kelancaran keterlaksanaan pembelajaran. Diperlukan adanya inovasi baru dalam pembelajaran. Maka, dipilih model Problem Based Learning. Penelitian ini bertujuan untuk mengetahui pengaruh penerapan model Problem Based Learning terhadap motivasi belajar siswa pada materi Pengantar Subnetting Jaringan di kelas X TKJ SMK Agung Mulia Sanggraâ Agung tahun 2016-2017. Penelitian ini merupakan penelitian kuantitatif menggunakan metode Quasi Experimental Design. Bentuk desain penelitian yang digunakan adalah Nonequivalent Control Group Design. Penelitian ini dilaksanakan di kelas X TKJ SMK Agung Mulia yang berjumlah 59 siswa. Dari jumlah populasi tersebut dibagi menjadi dua kelas, yaitu kelas eksperimen yang berjumlah 29 siswa dan kelas kontrol dengan jumlah 30 siswa. Teknik pengumpulan data dilakukan dengan metode observasi dan angket motivasi belajar siswa. Hasil penelitian menunjukkan adanya pengaruh model pembelajaran Problem Based Learning terhadap motivasi belajar siswa. Berdasarkan hasil perhitungan uji t untuk motivasi belajar siswa diperoleh nilai thitung sebesar 3,371. Sedangkan nilai ttabel diperoleh dari rumus t (?/2,n-2) yang menunjukkan hasil 2,052. Dari hasil tersebut dapat disimpulkan bahwa nilai thitung lebih besar dari nilai ttabel. Artinya, Ho ditolak dan Ha diterima. Hal tersebut menunjukkan bahwa, model Problem Based Learning mampu meningkatkan aktivitas dan motivasi siswa dalam pelaksanaan pembelajaran."
PENGEMBANGAN MEDIA E-BOOK MENGGUNAKAN FLIPBOOK MAKER BERBASIS WEB PADA MATA PELAJARAN PERAKITAN KOMPUTER KELAS X TKJ DI SMK AGUNG MULIA BANGKALAN,Penulis : Yuliana,"Dosen Pembimbing I : Eka Mala Sari R. S.Kom,. M.Kom","Dosen Pembimbing II :Puji Rahayu Ningsih S.Pd,. M.Pd","Media pembelajaran mata pelajaran perakitan komputer di SMK Agung mulia bangkalan menggunakan papan tulis dan metode ceramah, sedangkan media pembelajaran yang berbasis teknologi informasi dan komunikasi belum tersedia di sekolah. Dengan semakin berkembangnya teknologi informasi dan komunikasi, dapat dijadikan sebagai media untuk mendukung dalam meningkatkan kualitas pendidikan yaitu berupa media buku elektronik. Penelitian ini bertujuan untuk mengembangkan buku elektronik dari bahan ajar buku kurikulum 2013 dengan menggunakan aplikasi flipbook maker sehingga lebih efektif dan menarik untuk mempermudah siswa dalam mendapatkan materi pembelajaran secara mandiri dan dapat menjadi buku acuan guru dan siswa.
Penelitian ini merupakan  penelitian pengembangan yang menggunakan pengembangan Model penelitian 4D Thiagarajan yang telah di modifikasi menjadi 3D terdiri dari tahap pendefinisian (define), perancangan (design), pengembangan (develop), produk yang dihasilkan dalam penelitian ini adalah berupa media e-book menggunakan flipbook maker berbasis web pada mata pelajaran perakitan komputer kelas X Jurusan Teknik Komputer Jaringan di SMK Agung Mulia Bangkalan. Penilaian yang diperoleh dari ahli media menunjukkan kelayakan sebesar 72,85% yang memiliki tingkat validitas cukup valid, ahli materi sebesar 88,57% yang memiliki tingkat validitas sangat valid, sedangkan penilaian hasil uji terbatas sebesar 89,4 % yang memiliki keterangan sangat layak digunakan, sehingga dapat disimpulkan bahwa media e-book menggunakan flipbook maker berbasis web ini layak dan efektif digunakan sebagai media pembelajaran mata pelajaran perakitan komputer untuk siswa kelas X TKJ SMK Agung Mulia Bangkalan.
"
EFEKTIVITAS MODEL PROJECT BASED LEARNING PADA MATERI CASCADING STYLE SHEET (CSS) KELAS X,Penulis : Fathurrahhman,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Pd., M.Pd.","Dosen Pembimbing II :Sigit Dwi Saputo, S.Pd.,M.Pd","Cascading style sheet (CSS) merupakan salah satu materi pemrograman web yang menuntut siswa untuk berkreasi seindah mungkin dalam membuat sebuah halaman website. Sementara pembelajaran yang dilakukan belum menerapkan model yang sesuai dengan karakteristik materi dan siswa. Penelitian ini bertujuan: (1) mengetahui pengaruh model project based learning terhadap hasil belajar siswa pada materi cascading style sheet; dan (2) keefektivan model project based learning pada materi cascading style sheet. Penelitian ini merupakan penelitian Quasi-Experiment Non-Equivalent Control Group Design. Subjek penelitian ini yaitu siswa kelas X Rekayasa Perangkat Lunak (RPL) SMK Negeri 1 Labang sejumlah 61 siswa. Hasil penelitian menunjukkan bahwa: (1) terdapat pengaruh yang signifikan dan positif model project based learning terhadap hasil belajar siswa pada materi cascading style sheet. Pengaruh dapat dilihat melalui perbandingan nilai thitung dan ttabel pada uji regresi linear sederhana sebesar 3,3748 > 2,042. (2) Model project based learning efektif digunakan pada materi cascading style sheet. Efektivitas dapat dilihat melalui: (1) keterlaksanaan pembelajaran pada pertemuan pertama dan kedua sebesar 82,14% dan 90,9%, (2) aktivitas siswa pada pertemuan pertama dan kedua sebesar 67,07% dan 69,71%, (3) perbandingan nilai thitung dan ttabel pada uji regresi linear sederhana sebesar 3,3748 > 2,042; (4) ketuntasan belajar siswa mencapai 90,9% dari 32 siswa; dan (5) respon siswa sebesar 75,8% dari 27 siswa termasuk kategori baik.
"
Pengembangan Aplikasi M-Learning Berbasis Android Menggunakan Unity Pada Materi Jaringan LAN Untuk Siswa Kelas XI TKJ Di SMKN 2 Lamongan.,Penulis : wahyu pyambada,"Dosen Pembimbing I : Eka Mala Sari R., S.Kom., M.Kom.","Dosen Pembimbing II :Sigit Dwi Saputro., S.Pd.,M.Pd.","Materi jaringan local area network (LAN) adalah materi wajib produktif kelas XI TKJ SMK semester gasal. Selama ini guru dalam mengajarkan materi ini kepada siswa hanya berdasarkan pada modul dan slide power point sederhana. Sehingga siswa merasa bosan dan pembelajaran di dalam kelas dirasa kurang maksimal untuk dilaksanakan, oleh karena itu dicari inovasi dalam media pembelajaran yang dapat membuat siswa menjadi tertarik terhadap materi jaringan LAN. Media pembelajaran berbasis android M-Learning merupakan salah solusi dalam membuat siswa tertarik terhadap materi LAN. Penelitian ini bertujuan untuk merancang, mengembangkan dan mengetahui kualitas media pembelajaran berbasis android tentang materi jaringan LAN untuk siswa kelas XI TKJ. Penelitian ini mengunakan jenis pengembangan dengan model pengembangan menggunakan model ADDIE. Terdapat lima tahap, yaitu: (1) Analysis (menganalisa), (2) Design (mendesain), (3) Development (pengembangan), (4) Implementation (penerapan), (5) Evaluation (evaluasi). Hasil penelitian menunjukkan persentase uji ahli materi mencapai nilai 90% (sangat valid). Persentase uji ahli media 92.9% (sangat layak). Persentase uji coba kelompok kecil 82.2% (layak). Persentase uji coba kelompok besar 86.25% (sangat layak). Kesimpulan dari penelitian ini adalah aplikasi M-learning dapat memudahkan siswa dalam memahami materi jaringan LAN."
PENGEMBANGAN SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEB MENGGUNAKAN BARCODE SCANNER DI MAN BANGKALAN,Penulis : Fikki Andika Feriyani,"Dosen Pembimbing I : Dr. Indah Agustien S. S.Mom., M.Kom","Dosen Pembimbing II :Ariesta Kartika Sari S.Si., M.Pd","Proses peminjaman dan pengembalian buku perpustakaan akan memakan banyak waktu dan biaya jika menggunakan pencatatan peminjaman yang harus dilakukan secara manual oleh pustakawan. Pemanfaatan sistem informasi perpustakaan berbasis web dapat menghemat waktu dan biaya karena proses yang sudah dilakukan oleh komputer dan ditambah dengan adanya barcode scanner akan semakin mempercepat proses peminjaman dan pengembalian buku serta mengurangi kesalahan menginputkan kode buku saat melakukan peminjaman buku. Penelitian ini bertujuan untuk memuat sistem informasi perpustakaan berbasis web menggunakan barcode scanner di MAN Bangkalan
Penelitian ini menggunakan metode Research and Development (R&D). Model proses pengembangan software menggunakan model waterfall yang terdiri dari: (1) analisis kebutuhan, (2) desain sistem, (3) implementasi/coding, (4) pengujian. Kemudian menggunakan pemodelan visual UML untuk bahasa pemodelan pembangunan perangkat lunak.
Penelitian menemukan bahwa: (1) pengujian fungsionalitas yang dilakukan oleh ahli media memperoleh hasil yang baik karena fungsi-fungsi yang ada pada sistem informasi berfungsi dengan baik sesuai dengan input dan output yang diinginkan. (2) pengujian penerimaan pengguna (user acceptance) yang dilakukan oleh ahli materi  diperoleh tingkat persetujuan pengguna sebesar 87,5% (setuju). (3) pengujian usability yang dilakukan pada agket respon siswa diperoleh tingkat persetujuan sebesar 80,25% (setuju). 
"
"PENGARUH PEMBELAJARAN MENGGUNAKAN MEDIA 
E-LEARNING BERBASIS WEB (GNOMIO) TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN PERAKITAN KOMPUTER DI KELAS X RPL SMKN 2 BANGKALAN",Penulis : Imroatul Hamidah,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd,. M.Pd","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd,. M.Pd","Abstrak
Penelitian ini bertujuan untuk mengetahui pengaruh pembelajaran menggunakan media e-learning berbasis Web (gnomio) terhadap hasil belajar siswa pada mata pelajaran Perakitan Komputer di kelas X RPL SMK Negeri 2 Bangkalan. Penelitian yang dilaksanakan pada bulan April 2017 ini menggunakan metode kuantitatif dengan disaen Quasi Experimental jenis Nonequivaent Control Group Design. Pengambilan data sampel dilakukan mengggunakan teknik Sampling Jenuh dimana seluruh populasi digunakan sebagai sampel yaitu sebanyak 25 siswa untuk kelas eksperimen dan 25 siswa untuk kelas kontrol. Pengambilan data menggunakan instrumen tes hasil belajar siswa berupa soal pilihan ganda, lembar observasi dan angket. Data yang diperoleh dari hasil tes soal pilihan ganda dianalisis dengan uji statistik. Nilai pretest dan posttest diuji dengan rumus Lilliefors, homogenitas, linieritas, regresi linier sederhana dan uji signifikan (uji t).  Dari hasil Uji Regresi Linier sederhana menunjukkan pembelajaran menggunakan media e-learning berbasis web dapat meningkatkan hasil belajar siswa sebesar 0,65. Sedangkan dari uji signifikan (Uji t) hasil belajar diketahui bahwa thitung = 4,102  ? ttabel = 2,069. Hal ini berarti Ho ditolak dan Ha diterima, artinya terdapat pengaruh pembelajaran menggunakan media e-learning berbasis web (gnomio) terhadap hasil belajar siswa pada mata pelajaran Perakitan Komputer di kelas X RPL SMK Negeri 2 Bangkalan. Hasil observasi aktivitas guru secara klasikal memperoleh rata-rata 83% dengan katagori sangat baik. Hasil observasi aktivitas siswa secara klasikal memperoleh rata-rata 80,4% dengan katagori sangat baik. Hasil angket respon siswa secara klasikal berkatagori sangat baik sebesar 90,3%.
Kata-kata Kunci : E-learning (Gnomio), Hasil Belajar Siswa"
PENGARUH METODE PEMBELAJARAN ARTIKULASI TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN JARINGAN DASAR KELAS X RPL DI SMK NEGERI 2 BANGKALAN,Penulis : Sella Ruly Pratami,"Dosen Pembimbing I : Wanda Ramansyah, S.Pd., M.Pd","Dosen Pembimbing II :Muchamad Arif, S.Pd., M.Pd","Tujuan dari penelitian ini adalah untuk mengetahui pengaruh metode pembelajaran artikulasi terhadap hasil belajar siswa pada mata pelajaran jaringan dasar kelas X RPL di SMK Negeri 2 Bangkalan. Desain dari penelitian ini adalah Quasi Experimental Design dengan Nonequivalent Control Group Design. Populasi dari penelitian ini adalah siswa kelas X RPL yang terdiri dari 2 kelas, yaitu X RPL dan X RPL 2 dengan jumlah siswa 50. Teknik pemilihan sampel yang digunakan adalah teknik sampling jenuh, dimana semua anggota populasi digunakan sebagai sampel. Instrumen penelitian menggunakan tes hasil belajar, lembar observasi dan lembar angket. Dari hasil uji signifikan (uji-t) hasil belajar diketahui bahwa thitung = 2,57 > ttabel = 2,069. Hal ini menunjukkan bahwa Ho ditolak dan Ha diterima, sehingga ada pengaruh yang signifikan antara metode pembelajaran artikulasi terhadap hasil belajar siswa. Peningkatan hasil belajar siswa antara pretest dan posttest dilakukan uji gain ternormalisasi sebesar 0,76 dengan kriteria sedang. Hasil pengamatan aktivitas siswa menunjukkan bahwa aktivitas di kelas eksperimen pada pertemuan pertama memperoleh 77% (baik) dan pada pertemuan kedua memperoleh 80,2% (sangat baik). Secara klasikal respon yang diberikan oleh siswa yaitu 86,45% (sangat baik) yang menunjukkan bahwa siswa memberikan respon positif terhadap penggunaan metode pembelajaran artikulasi dalam proses pembelajaran.

Kata Kunci :  Metode pembelajaran artikulasi, mata pelajaran jaringan dasar, hasil belajar."
